plot_id,species,cover,life_form,site_id,date,time,n_forb_flowers,n_grass_flowers,lidar_scanner_height,woody_height,herb_height,bare_ground_cover,rock_cover,herbivore_signs,notes,plot_number,exclosure_id,setup_id,pair_id,cluster_number,cluster_id,in_or_out,plant_richness_plot,plant_richness_cluster,plant_richness_site,woody_richness_plot,woody_richness_cluster,woody_richness_site,forb_richness_plot,forb_richness_cluster,forb_richness_site,graminoid_richness_plot,graminoid_richness_cluster,graminoid_richness_site
knp_roan_in_17,Aspilia mossambicensis,2,Shrub,knp_roan_in,26.02.2025,14:12,2,49,95,100,31,0,0,none,"",17,knp_roan,knp_roan,knp_roan_17,6,knp_roan_in_6,inside,8,14,40,3,5,14,3,4,16,2,5,11
addo_jack_in_6,Azima tetracantha,2,Shrub,addo_jack_in,06.02.2025,10:10,1,0,96,266,23,90,0,Bushbuck poop,"",6,addo_jack,addo_jack,addo_jack_6,2,addo_jack_in_2,inside,13,22,38,8,13,22,5,8,19,,,
addo_n1_full_in_0,Azima tetracantha,2,Shrub,addo_nyathi_full_in,10.02.2025,11:13,0,0,94,311,2.6,99,0,none,paths close to plot,1,addo_n1,addo_nyathi_full,addo_n1_0,1,addo_nyathi_full_in_1,inside,11,22,47,10,11,21,,,,1,1,3
addo_n3_full_out_0,Azima tetracantha,2,Shrub,addo_nyathi_full_out,10.02.2025,9:26,0,0,95,142,10,30,0,elephant dung,"",13,addo_n3,addo_nyathi_full,addo_n3_0,5,addo_nyathi_full_out_5,outside,8,22,45,6,11,18,2,9,25,,,
pnr_in_8,Barleria elegans,2,Forb,pnr_in,13.02.2025,10:56,3,33,93,500,27.4,0,0,none,"",8,pnr,pnr,pnr_8,3,pnr_in_3,inside,7,15,31,4,6,14,2,6,11,1,3,7
pnr_out_17,Bolusanthus speciosus,2,Tree,pnr_out,14.02.2025,12:46,0,56,94,80,59,5,0,flattened grass,"",17,pnr,pnr,pnr_17,6,pnr_out_6,outside,8,17,49,3,5,19,4,9,23,1,3,7
addo_jack_in_10,Cadaba aphylla,2,Shrub,addo_jack_in,06.02.2025,12:55,0,0,96,292,12.4,90,0,none,Dense veg,10,addo_jack,addo_jack,addo_jack_10,4,addo_jack_in_4,inside,16,20,38,13,15,22,2,4,19,1,1,1
addo_jack_in_14,Cadaba aphylla,2,Shrub,addo_jack_in,06.02.2025,15:05,0,0,93,198,7.2,90,0,none,"",14,addo_jack,addo_jack,addo_jack_14,5,addo_jack_in_5,inside,13,21,38,9,12,22,3,9,19,1,1,1
addo_jack_in_8,Cadaba aphylla,2,Shrub,addo_jack_in,06.02.2025,11:25,0,0,93,262,17.3,95,0,none,Very little space under canopy. Some buck dung in the surroundings,8,addo_jack,addo_jack,addo_jack_8,3,addo_jack_in_3,inside,12,19,38,8,12,22,4,7,19,,,
addo_jack_out_11,Cadaba aphylla,2,Shrub,addo_jack_out,07.02.2025,12:10,1,6,97,122,12,5,0,digging and dung,"",11,addo_jack,addo_jack,addo_jack_11,4,addo_jack_out_4,outside,12,20,37,7,11,17,4,6,17,1,3,4
addo_jack_out_2,Cadaba aphylla,2,Shrub,addo_jack_out,07.02.2025,15:25,21,5,93,72,8.8,10,0,dung,"very open, lots of digging signs around",2,addo_jack,addo_jack,addo_jack_2,1,addo_jack_out_1,outside,12,22,37,8,11,17,3,9,17,1,2,4
addo_jack_out_7,Cadaba aphylla,2,Shrub,addo_jack_out,07.02.2025,13:55,0,0,95,206,7,70,0,tracks and dung,very open,7,addo_jack,addo_jack,addo_jack_7,3,addo_jack_out_3,outside,12,22,37,10,13,17,1,7,17,1,3,4
addo_jack_out_8,Cadaba aphylla,2,Shrub,addo_jack_out,07.02.2025,13:40,0,0,92,110,5.8,90,0,dung,"very open, lots of broken branches",8,addo_jack,addo_jack,addo_jack_8,3,addo_jack_out_3,outside,12,22,37,9,13,17,2,7,17,1,3,4
addo_n3_full_in_3,Capparis sepiaria,2,Shrub,addo_nyathi_full_in,05.02.2025,9:50,0,0,92,220,10.4,90,0,none,"",16,addo_n3,addo_nyathi_full,addo_n3_3,6,addo_nyathi_full_in_6,inside,11,19,47,4,8,21,7,10,25,,,
knp_roan_out_5,Cenchrus ciliaris,2,Graminoid,knp_roan_out,27.02.2025,9:22,14,69,94,70,39,10,0,buffalo tracks,"",5,knp_roan,knp_roan,knp_roan_5,2,knp_roan_out_2,outside,7,10,38,1,3,6,1,2,20,5,5,12
addo_jack_out_15,Chaenostoma campanulatum,2,Forb,addo_jack_out,07.02.2025,10:55,1,1,96,147,15,30,0,dung and tracks,dug up trees and pulled off branches - lots of open areas,15,addo_jack,addo_jack,addo_jack_15,5,addo_jack_out_5,outside,16,23,37,8,11,17,7,11,17,1,1,4
addo_jack_out_17,Chaenostoma campanulatum,2,Forb,addo_jack_out,07.02.2025,10:10,1,1,95,166,26,30,0,dung and tracks,many paths and open areas in veg,17,addo_jack,addo_jack,addo_jack_17,6,addo_jack_out_6,outside,13,23,37,6,11,17,5,10,17,2,2,4
addo_jack_out_18,Chaenostoma campanulatum,2,Forb,addo_jack_out,07.02.2025,9:50,0,0,95,188,10.6,60,0,elephant dung,many paths,18,addo_jack,addo_jack,addo_jack_18,6,addo_jack_out_6,outside,12,23,37,8,11,17,3,10,17,1,2,4
addo_n2_full_out_5,Chaenostoma campanulatum,2,Forb,addo_nyathi_full_out,04.02.2025,13:20,5,1,94,176,17,40,0,poop,open - lots of animal paths,12,addo_n2,addo_nyathi_full,addo_n2_5,4,addo_nyathi_full_out_4,outside,8,19,45,3,10,18,4,8,25,1,1,3
knp_satara_out_11,Chascanum hederaceum,2,Forb,knp_satara_out,22.02.2025,12:16,5,74,95,42,51,10,0,kudu close to plot,"",11,knp_satara,knp_satara,knp_satara_11,4,knp_satara_out_4,outside,11,16,36,1,2,10,9,11,19,1,3,9
knp_nkuhlu_full_in_13,Cheilanthes viridis,2,Forb,knp_nkuhlu_full_in,19.02.2025,15:00,0,48,92,90,45,5,0,none,"",13,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_13,5,knp_nkuhlu_full_in_5,inside,4,10,47,,,,3,6,25,1,3,8
addo_n2_full_in_4,Cheilanthes viridis,2,Forb,addo_nyathi_full_in,04.02.2025,11.15,0,0,91,200,5,95,0,none,the thickest thicket ever experienced by addo folks,11,addo_n2,addo_nyathi_full,addo_n2_4,4,addo_nyathi_full_in_4,inside,9,20,47,5,9,21,3,9,25,1,2,3
addo_n3_full_in_2,Cheilanthes viridis,2,Forb,addo_nyathi_full_in,05.02.2025,9:30,2,3,96,180,29.2,5,0,none,some open areas in the exclosure and in the plot,15,addo_n3,addo_nyathi_full,addo_n3_2,5,addo_nyathi_full_in_5,inside,13,20,47,6,12,21,6,7,25,1,1,3
knp_roan_in_17,Colophospermum mopane,2,Shrub,knp_roan_in,26.02.2025,14:12,2,49,95,100,31,0,0,none,"",17,knp_roan,knp_roan,knp_roan_17,6,knp_roan_in_6,inside,8,14,40,3,5,14,3,4,16,2,5,11
knp_roan_in_18,Colophospermum mopane,2,Shrub,knp_roan_in,26.02.2025,14:32,0,41,94,53,35,5,0,none,"",18,knp_roan,knp_roan,knp_roan_18,6,knp_roan_in_6,inside,5,14,40,2,5,14,1,4,16,2,5,11
knp_roan_out_1,Colophospermum mopane,2,Shrub,knp_roan_out,27.02.2025,8:11,8,120,92,30,50,20,0,none,"",1,knp_roan,knp_roan,knp_roan_1,1,knp_roan_out_1,outside,4,15,38,2,3,6,1,6,20,1,6,12
knp_roan_out_3,Colophospermum mopane,2,Shrub,knp_roan_out,27.02.2025,8:47,14,76,91,94,29,10,0,none,delayed start due to cute relatives of mopane worm,3,knp_roan,knp_roan,knp_roan_3,1,knp_roan_out_1,outside,8,15,38,1,3,6,4,6,20,3,6,12
knp_nkuhlu_full_out_4,Combretum hereroense,2,Shrub,knp_nkuhlu_full_out,19.02.2025,9:32,19,39,91,100,50,50,0,path,"",4,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_4,2,knp_nkuhlu_full_out_2,outside,13,26,70,6,10,18,5,10,38,2,6,16
knp_roan_in_8,Combretum imberbe,2,Tree,knp_roan_in,26.02.2025,10:55,0,47,93,160,72,5,0,none,"",8,knp_roan,knp_roan,knp_roan_8,3,knp_roan_in_3,inside,6,14,40,1,3,14,4,6,16,1,5,11
knp_satara_out_4,Combretum imberbe,2,Tree,knp_satara_out,22.02.2025,10:19,0,43,96,80,68,5,0,none,bit of a moribound layer,4,knp_satara,knp_satara,knp_satara_4,2,knp_satara_out_2,outside,7,15,36,2,5,10,3,4,19,2,6,9
addo_jack_out_7,Commelina africana,2,Forb,addo_jack_out,07.02.2025,13:55,0,0,95,206,7,70,0,tracks and dung,very open,7,addo_jack,addo_jack,addo_jack_7,3,addo_jack_out_3,outside,12,22,37,10,13,17,1,7,17,1,3,4
addo_n2_full_out_3,Commelina africana,2,Forb,addo_nyathi_full_out,04.02.2025,14:10,6,7,94,220,18,5,0,poop and broken trees,lots of paths,10,addo_n2,addo_nyathi_full,addo_n2_3,4,addo_nyathi_full_out_4,outside,12,19,45,7,10,18,4,8,25,1,1,3
addo_n3_full_in_2,Commelina africana,2,Forb,addo_nyathi_full_in,05.02.2025,9:30,2,3,96,180,29.2,5,0,none,some open areas in the exclosure and in the plot,15,addo_n3,addo_nyathi_full,addo_n3_2,5,addo_nyathi_full_in_5,inside,13,20,47,6,12,21,6,7,25,1,1,3
addo_jack_out_12,Commelina benghalensis,2,Forb,addo_jack_out,07.02.2025,11:55,0,0,95,66,4.6,30,0,dung,"",12,addo_jack,addo_jack,addo_jack_12,4,addo_jack_out_4,outside,11,20,37,4,11,17,4,6,17,3,3,4
addo_jack_out_17,Commelina benghalensis,2,Forb,addo_jack_out,07.02.2025,10:10,1,1,95,166,26,30,0,dung and tracks,many paths and open areas in veg,17,addo_jack,addo_jack,addo_jack_17,6,addo_jack_out_6,outside,13,23,37,6,11,17,5,10,17,2,2,4
addo_jack_out_6,Commelina benghalensis,2,Forb,addo_jack_out,07.02.2025,14:15,0,0,96,109,5,80,0,lots of dung,very open,6,addo_jack,addo_jack,addo_jack_6,2,addo_jack_out_2,outside,11,16,37,7,8,17,4,6,17,,,
pnr_in_5,Commelina erecta,2,Forb,pnr_in,13.02.2025,9:34,5,36,96,0,61.2,0,0,none,"",5,pnr,pnr,pnr_5,2,pnr_in_2,inside,2,5,31,,,,1,3,11,1,1,7
knp_nkuhlu_full_in_10,Commiphora africana,2,Shrub,knp_nkuhlu_full_in,18.02.2025,12:23,0,5,95,100,23,20,0,none,"",10,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_10,4,knp_nkuhlu_full_in_4,inside,10,22,47,4,7,18,3,11,25,3,4,8
knp_nkuhlu_full_in_2,Commiphora africana,2,Shrub,knp_nkuhlu_full_in,18.02.2025,9:26,3,4,91,300,30,80,0,browsing damage - liley rodent,"",2,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_2,1,knp_nkuhlu_full_in_1,inside,14,20,47,6,8,18,7,10,25,1,2,8
pnr_in_16,Commiphora africana,2,Shrub,pnr_in,13.02.2025,14:53,0,6,92,100,60,0,0,none,"",16,pnr,pnr,pnr_16,6,pnr_in_6,inside,5,6,31,2,3,14,,,,3,3,7
knp_roan_out_13,Corbichonia decumbens,2,Forb,knp_roan_out,27.02.2025,11:47,7,19,94,66,71,60,0,elephant tracks,"",13,knp_roan,knp_roan,knp_roan_13,5,knp_roan_out_5,outside,7,17,38,1,1,6,4,12,20,2,4,12
addo_jack_in_10,Cotyledon velutina,2,Shrub,addo_jack_in,06.02.2025,12:55,0,0,96,292,12.4,90,0,none,Dense veg,10,addo_jack,addo_jack,addo_jack_10,4,addo_jack_in_4,inside,16,20,38,13,15,22,2,4,19,1,1,1
addo_jack_out_1,Crassula cultrata,2,Forb,addo_jack_out,07.02.2025,15:40,0,0,92,155.2,8.2,80,0,dung and digging,"very open, lots of digging signs around",1,addo_jack,addo_jack,addo_jack_1,1,addo_jack_out_1,outside,16,22,37,8,11,17,6,9,17,2,2,4
addo_jack_out_17,Crassula cultrata,2,Forb,addo_jack_out,07.02.2025,10:10,1,1,95,166,26,30,0,dung and tracks,many paths and open areas in veg,17,addo_jack,addo_jack,addo_jack_17,6,addo_jack_out_6,outside,13,23,37,6,11,17,5,10,17,2,2,4
addo_n2_full_out_1,Crassula expansa,2,Forb,addo_nyathi_full_out,04.02.2025,15:10,0,2,95,192,5.6,30,0,digging and poop,"",8,addo_n2,addo_nyathi_full,addo_n2_1,3,addo_nyathi_full_out_3,outside,9,21,45,3,8,18,5,12,25,1,1,3
addo_jack_out_6,Crassula ovata,2,Shrub,addo_jack_out,07.02.2025,14:15,0,0,96,109,5,80,0,lots of dung,very open,6,addo_jack,addo_jack,addo_jack_6,2,addo_jack_out_2,outside,11,16,37,7,8,17,4,6,17,,,
addo_n1_full_out_2,Crassula perforata,2,Forb,addo_nyathi_full_out,03.02.2025,15:30,0,0,97,190,18,40,0,tracks and dung,open paths making gaps in vegetation on the big plot,3,addo_n1,addo_nyathi_full,addo_n1_2,1,addo_nyathi_full_out_1,outside,9,15,45,7,9,18,2,5,25,,,
addo_n1_full_out_5,Crassula perforata,2,Forb,addo_nyathi_full_out,03.02.2025,13:55,4,0,93,241,39,10,0,paths and elephant dung,open paths making gaps in vegetation on the big plot,6,addo_n1,addo_nyathi_full,addo_n1_5,2,addo_nyathi_full_out_2,outside,12,19,45,5,10,18,6,8,25,1,1,3
addo_n2_full_in_0,Crassula spathulata,2,Forb,addo_nyathi_full_in,10.02.2025,10:04,0,0,96,304,5.8,95,0,none,"",7,addo_n2,addo_nyathi_full,addo_n2_0,3,addo_nyathi_full_in_3,inside,13,21,47,8,15,21,5,6,25,,,
addo_n3_full_in_3,Crassula spathulata,2,Forb,addo_nyathi_full_in,05.02.2025,9:50,0,0,92,220,10.4,90,0,none,"",16,addo_n3,addo_nyathi_full,addo_n3_3,6,addo_nyathi_full_in_6,inside,11,19,47,4,8,21,7,10,25,,,
addo_n2_full_in_3,Crassula tetragona,2,Forb,addo_nyathi_full_in,04.02.2025,10:10,1,0,95,210,13.6,40,0,none,"the thickest thicket ever experienced by addo folks, but open spot nearby ",10,addo_n2,addo_nyathi_full,addo_n2_3,4,addo_nyathi_full_in_4,inside,15,20,47,7,9,21,6,9,25,2,2,3
addo_jack_out_15,Cynanchum viminale,2,Forb,addo_jack_out,07.02.2025,10:55,1,1,96,147,15,30,0,dung and tracks,dug up trees and pulled off branches - lots of open areas,15,addo_jack,addo_jack,addo_jack_15,5,addo_jack_out_5,outside,16,23,37,8,11,17,7,11,17,1,1,4
addo_n1_full_in_3,Cynanchum viminale,2,Forb,addo_nyathi_full_in,03.02.2025,11:55,0,0,93,304,30,70,0,elephant dung,"",4,addo_n1,addo_nyathi_full,addo_n1_3,2,addo_nyathi_full_in_2,inside,12,15,47,8,10,21,4,5,25,,,
addo_n2_full_out_2,Cynanchum viminale,2,Forb,addo_nyathi_full_out,04.02.2025,14:45,0,0,92,212,14.6,50,0,poop,"",9,addo_n2,addo_nyathi_full,addo_n2_2,3,addo_nyathi_full_out_3,outside,12,21,45,6,8,18,5,12,25,1,1,3
knp_nkuhlu_full_in_10,Cyperus cyperoides,2,Graminoid,knp_nkuhlu_full_in,18.02.2025,12:23,0,5,95,100,23,20,0,none,"",10,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_10,4,knp_nkuhlu_full_in_4,inside,10,22,47,4,7,18,3,11,25,3,4,8
knp_nkuhlu_full_out_5,Dalbergia melanoxylon,2,Shrub,knp_nkuhlu_full_out,19.02.2025,10:30,0,74,94,70,41,0,0,elephant dung,"",5,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_5,2,knp_nkuhlu_full_out_2,outside,10,26,70,5,10,18,4,10,38,1,6,16
knp_roan_in_9,Dalbergia melanoxylon,2,Shrub,knp_roan_in,26.02.2025,11:15,4,11,93,36,97,40,0,none,"",9,knp_roan,knp_roan,knp_roan_9,3,knp_roan_in_3,inside,6,14,40,1,3,14,3,6,16,2,5,11
knp_nkuhlu_full_out_15,Dichrostachys cinerea,2,Shrub,knp_nkuhlu_full_out,19.02.2025,14:30,29,44,92,80,21,50,0,path,"",15,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_15,5,knp_nkuhlu_full_out_5,outside,12,27,70,3,6,18,8,17,38,2,6,16
knp_nkuhlu_full_out_17,Dichrostachys cinerea,2,Shrub,knp_nkuhlu_full_out,21.02.2025,10:33,31,52,91,40,15,50,0,2 buffalos,slighly sloped,17,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_17,6,knp_nkuhlu_full_out_6,outside,16,33,70,2,6,18,7,17,38,7,10,16
knp_nkuhlu_full_out_6,Dichrostachys cinerea,2,Shrub,knp_nkuhlu_full_out,19.02.2025,10:45,0,68,94,120,52,20,0,impala at plot,"",6,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_6,2,knp_nkuhlu_full_out_2,outside,15,26,70,6,10,18,3,10,38,6,6,16
knp_roan_in_15,Dichrostachys cinerea,2,Shrub,knp_roan_in,26.02.2025,13:28,0,44,92,100,32,10,0,none,moribund layer,15,knp_roan,knp_roan,knp_roan_15,5,knp_roan_in_5,inside,8,13,40,4,5,14,1,4,16,3,4,11
pnr_in_2,Dichrostachys cinerea,2,Shrub,pnr_in,13.02.2025,8:18,0,120,96,90.7,31.8,0,0,none,"",2,pnr,pnr,pnr_2,1,pnr_in_1,inside,3,9,31,2,3,14,,,,1,4,7
knp_nkuhlu_full_out_17,Digitaria eriantha,2,Graminoid,knp_nkuhlu_full_out,21.02.2025,10:33,31,52,91,40,15,50,0,2 buffalos,slighly sloped,17,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_17,6,knp_nkuhlu_full_out_6,outside,16,33,70,2,6,18,7,17,38,7,10,16
knp_satara_out_11,Dovyalis zeyheri,2,Shrub,knp_satara_out,22.02.2025,12:16,5,74,95,42,51,10,0,kudu close to plot,"",11,knp_satara,knp_satara,knp_satara_11,4,knp_satara_out_4,outside,11,16,36,1,2,10,9,11,19,1,3,9
addo_jack_out_1,Drosanthemum hispidum,2,Forb,addo_jack_out,07.02.2025,15:40,0,0,92,155.2,8.2,80,0,dung and digging,"very open, lots of digging signs around",1,addo_jack,addo_jack,addo_jack_1,1,addo_jack_out_1,outside,16,22,37,8,11,17,6,9,17,2,2,4
addo_jack_out_13,Drosanthemum hispidum,2,Forb,addo_jack_out,07.02.2025,11:30,0,0,92,84,13.2,10,0,dung and tracks,"very open, many paths",13,addo_jack,addo_jack,addo_jack_13,5,addo_jack_out_5,outside,13,23,37,8,11,17,5,11,17,,,
addo_jack_out_17,Drosanthemum hispidum,2,Forb,addo_jack_out,07.02.2025,10:10,1,1,95,166,26,30,0,dung and tracks,many paths and open areas in veg,17,addo_jack,addo_jack,addo_jack_17,6,addo_jack_out_6,outside,13,23,37,6,11,17,5,10,17,2,2,4
addo_n3_full_out_2,Drosanthemum hispidum,2,Forb,addo_nyathi_full_out,05.02.2025,13:00,13,0,92,222,16.8,40,0,dung,lots of grasses in big plot,15,addo_n3,addo_nyathi_full,addo_n3_2,5,addo_nyathi_full_out_5,outside,15,22,45,9,11,18,5,9,25,1,2,3
knp_satara_in_18,Ehretia amoena,2,Shrub,knp_satara_in,22.02.2025,15:57,1,21,91,58,56,2,0,none,moribund layer,18,knp_satara,knp_satara,knp_satara_18,6,knp_satara_in_6,inside,6,12,30,2,4,14,2,4,11,2,4,6
pnr_in_13,Ehretia rigida,2,Shrub,pnr_in,13.02.2025,13:52,0,96,93,210,23.6,0,0,none,"",13,pnr,pnr,pnr_13,5,pnr_in_5,inside,4,4,31,3,3,14,,,,1,1,7
pnr_in_14,Ehretia rigida,2,Shrub,pnr_in,13.02.2025,14:07,0,19,94,66,30.2,0,0,none,"",14,pnr,pnr,pnr_14,5,pnr_in_5,inside,2,4,31,1,3,14,,,,1,1,7
pnr_out_10,Ehretia rigida,2,Shrub,pnr_out,14.02.2025,9:39,0,85,92,270,106,0,0,none,"",10,pnr,pnr,pnr_10,4,pnr_out_4,outside,5,7,49,4,5,19,,,,1,1,7
pnr_out_16,Ehretia rigida,2,Shrub,pnr_out,14.02.2025,12:19,18,8,94,100,31.2,20,0,"small paths, tree pushed over","",16,pnr,pnr,pnr_16,6,pnr_out_6,outside,11,17,49,3,5,19,6,9,23,2,3,7
addo_n2_full_in_3,Enneapogon scoparus,2,Graminoid,addo_nyathi_full_in,04.02.2025,10:10,1,0,95,210,13.6,40,0,none,"the thickest thicket ever experienced by addo folks, but open spot nearby ",10,addo_n2,addo_nyathi_full,addo_n2_3,4,addo_nyathi_full_in_4,inside,15,20,47,7,9,21,6,9,25,2,2,3
knp_roan_out_17,Eragrostis superba,2,Graminoid,knp_roan_out,27.02.2025,13:15,5,67,96,56,30,30,0,"tree pushed over, elephant tracks","",17,knp_roan,knp_roan,knp_roan_17,6,knp_roan_out_6,outside,5,7,38,1,1,6,1,2,20,3,4,12
knp_satara_out_17,Eriosema sp. 1,2,Forb,knp_satara_out,22.02.2025,14:02,0,26,93,0,59,10,0,path,"",17,knp_satara,knp_satara,knp_satara_17,6,knp_satara_out_6,outside,5,10,36,,,,4,5,19,1,4,9
knp_satara_out_2,Eriosema sp. 1,2,Forb,knp_satara_out,22.02.2025,9:30,7,10,93,15.6,46,20,0,buffalo,"",2,knp_satara,knp_satara,knp_satara_2,1,knp_satara_out_1,outside,8,13,36,,,,4,7,19,4,5,9
knp_satara_out_9,Eriosema sp. 1,2,Forb,knp_satara_out,22.02.2025,11:40,0,43,92,55,46,5,0,elephant dung,"",9,knp_satara,knp_satara,knp_satara_9,3,knp_satara_out_3,outside,7,15,36,2,6,10,2,3,19,3,6,9
knp_nkuhlu_full_in_1,Euclea divinorum,2,Shrub,knp_nkuhlu_full_in,18.02.2025,8:51,75,13,95,250,80,50,0,none,"",1,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_1,1,knp_nkuhlu_full_in_1,inside,9,20,47,4,8,18,4,10,25,1,2,8
addo_jack_in_13,Euclea undulata,2,Tree,addo_jack_in,06.02.2025,14:35,0,0,92,200,3.8,95,0,none,Very dense veg,13,addo_jack,addo_jack,addo_jack_13,5,addo_jack_in_5,inside,11,21,38,9,12,22,2,9,19,,,
addo_n2_full_out_0,Euclea undulata,2,Shrub,addo_nyathi_full_out,10.02.2025,10:38,1,0,92,230,13,65,1,dung and snapped branches,"",7,addo_n2,addo_nyathi_full,addo_n2_0,3,addo_nyathi_full_out_3,outside,13,21,45,6,8,18,6,12,25,1,1,3
addo_n3_full_in_2,Euphorbia mauritanica,2,Forb,addo_nyathi_full_in,05.02.2025,9:30,2,3,96,180,29.2,5,0,none,some open areas in the exclosure and in the plot,15,addo_n3,addo_nyathi_full,addo_n3_2,5,addo_nyathi_full_in_5,inside,13,20,47,6,12,21,6,7,25,1,1,3
knp_satara_out_7,Flueggea virosa,2,Shrub,knp_satara_out,22.02.2025,11:08,0,24,92,44,70,30,0,elephant dung,"",7,knp_satara,knp_satara,knp_satara_7,3,knp_satara_out_3,outside,7,15,36,3,6,10,2,3,19,2,6,9
pnr_out_14,Gardenia volkensii,2,Shrub,pnr_out,14.02.2025,11:22,20,35,94,110,105,0,0,none,"",14,pnr,pnr,pnr_14,5,pnr_out_5,outside,6,15,49,3,7,19,2,7,23,1,1,7
knp_nkuhlu_full_in_14,Grewia flava,2,Shrub,knp_nkuhlu_full_in,19.02.2025,15:20,49,1,91,20,50,5,0,old antelope dung,"",14,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_14,5,knp_nkuhlu_full_in_5,inside,8,10,47,2,2,18,4,6,25,2,3,8
knp_nkuhlu_full_in_6,Grewia flavescens,2,Shrub,knp_nkuhlu_full_in,18.02.2025,11:05,3,36,96,40,48.9,5,0,none,"",6,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_6,2,knp_nkuhlu_full_in_2,inside,6,18,47,1,8,18,3,7,25,2,3,8
knp_nkuhlu_full_out_14,Grewia flavescens,2,Shrub,knp_nkuhlu_full_out,19.02.2025,13:59,19,26,92,50,40,40,0,"path, very old buffalo dung","",14,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_14,5,knp_nkuhlu_full_out_5,outside,14,27,70,4,6,18,6,17,38,4,6,16
addo_n1_full_in_0,Grewia occidentalis,2,Shrub,addo_nyathi_full_in,10.02.2025,11:13,0,0,94,311,2.6,99,0,none,paths close to plot,1,addo_n1,addo_nyathi_full,addo_n1_0,1,addo_nyathi_full_in_1,inside,11,22,47,10,11,21,,,,1,1,3
addo_n1_full_out_1,Grewia occidentalis,2,Forb,addo_nyathi_full_out,03.02.2025,15:45,0,0,94,200,30,40,0,none (but paths),open paths making gaps in vegetation on the big plot,2,addo_n1,addo_nyathi_full,addo_n1_1,1,addo_nyathi_full_out_1,outside,9,15,45,6,9,18,3,5,25,,,
addo_n3_full_in_2,Grewia occidentalis,2,Shrub,addo_nyathi_full_in,05.02.2025,9:30,2,3,96,180,29.2,5,0,none,some open areas in the exclosure and in the plot,15,addo_n3,addo_nyathi_full,addo_n3_2,5,addo_nyathi_full_in_5,inside,13,20,47,6,12,21,6,7,25,1,1,3
addo_n3_full_out_2,Grewia occidentalis,2,Shrub,addo_nyathi_full_out,05.02.2025,13:00,13,0,92,222,16.8,40,0,dung,lots of grasses in big plot,15,addo_n3,addo_nyathi_full,addo_n3_2,5,addo_nyathi_full_out_5,outside,15,22,45,9,11,18,5,9,25,1,2,3
knp_nkuhlu_full_in_17,Grewia villosa,2,Shrub,knp_nkuhlu_full_in,21.02.2025,8:59,0,27,91,250,50,15,0,none,"",17,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_17,6,knp_nkuhlu_full_in_6,inside,7,12,47,4,6,18,2,5,25,1,1,8
addo_jack_in_10,Gymnosporia buxifolia,2,Shrub,addo_jack_in,06.02.2025,12:55,0,0,96,292,12.4,90,0,none,Dense veg,10,addo_jack,addo_jack,addo_jack_10,4,addo_jack_in_4,inside,16,20,38,13,15,22,2,4,19,1,1,1
addo_jack_in_14,Gymnosporia buxifolia,2,Shrub,addo_jack_in,06.02.2025,15:05,0,0,93,198,7.2,90,0,none,"",14,addo_jack,addo_jack,addo_jack_14,5,addo_jack_in_5,inside,13,21,38,9,12,22,3,9,19,1,1,1
addo_n1_full_in_4,Gymnosporia buxifolia,2,Shrub,addo_nyathi_full_in,03.02.2025,12:35,1,0,92,340,25,95,0,elephant dung,"",5,addo_n1,addo_nyathi_full,addo_n1_4,2,addo_nyathi_full_in_2,inside,11,15,47,8,10,21,3,5,25,,,
addo_n1_full_in_5,Gymnosporia buxifolia,2,Shrub,addo_nyathi_full_in,03.02.2025,13:10,0,0,93,260,0,100,0,signs of an elephant digging,no herb cover (100 % tree cover though),6,addo_n1,addo_nyathi_full,addo_n1_5,2,addo_nyathi_full_in_2,inside,7,15,47,7,10,21,,,,,,
addo_jack_in_2,Gymnosporia polyacanthus,2,Shrub,addo_jack_in,05.02.2025,15:40,0,0,94,238,15,70,0,none,very thorny! Dense veg,2,addo_jack,addo_jack,addo_jack_2,1,addo_jack_in_1,inside,11,15,38,8,10,22,3,5,19,,,
addo_jack_out_13,Gymnosporia polyacanthus,2,Shrub,addo_jack_out,07.02.2025,11:30,0,0,92,84,13.2,10,0,dung and tracks,"very open, many paths",13,addo_jack,addo_jack,addo_jack_13,5,addo_jack_out_5,outside,13,23,37,8,11,17,5,11,17,,,
